id,Y,X,County,W
115,2.302585,1,12,0.273685
116,2.240710,1,12,0.273685
117,-0.223144,1,13,-0.735320
118,1.481605,1,13,-0.735320
119,1.609438,1,13,-0.735320
120,0.741937,1,13,-0.735320
121,0.530628,1,13,-0.735320
122,2.091864,1,13,-0.735320
123,-0.105361,0,14,0.343781
124,2.557227,1,14,0.343781
125,0.955511,1,14,0.343781
126,1.252763,0,14,0.343781
127,3.280911,1,14,0.343781
128,0.405465,1,14,0.343781
129,2.564949,1,14,0.343781
130,2.174752,1,14,0.343781
131,2.970414,1,14,0.343781
132,0.916291,0,14,0.343781
133,2.197225,1,14,0.343781
134,2.572612,1,14,0.343781
135,1.280934,1,14,0.343781
136,1.931521,0,14,0.343781
137,1.568616,0,15,-0.059860
138,1.223775,1,15,-0.059860
139,-0.105361,0,15,-0.059860
140,1.223775,1,15,-0.059860
141,0.993252,1,16,-0.504996
142,0.336472,1,16,-0.504996
143,1.916923,1,17,0.339560
144,2.406945,0,17,0.339560
145,-2.302585,0,17,0.339560
146,0.916291,0,17,0.339560
147,0.587787,1,18,-0.633391
148,0.470004,1,18,-0.633391
149,0.000000,0,18,-0.633391
150,-0.105361,1,18,-0.633391
151,1.064711,1,18,-0.633391
152,1.481605,1,18,-0.633391
153,0.405465,1,18,-0.633391
154,1.410987,1,18,-0.633391
155,0.916291,0,18,-0.633391
156,1.902108,0,18,-0.633391
157,1.458615,1,18,-0.633391
158,1.704748,1,18,-0.633391
159,1.280934,1,19,-0.024145
160,1.029619,1,19,-0.024145
161,2.681022,1,19,-0.024145
162,1.902108,1,19,-0.024145
163,2.079442,1,19,-0.024145
164,0.955511,1,19,-0.024145
165,1.029619,0,19,-0.024145
166,1.481605,1,19,-0.024145
167,0.530628,0,19,-0.024145
168,0.693147,1,19,-0.024145
169,0.693147,1,19,-0.024145
170,0.405465,1,19,-0.024145
171,2.261763,1,19,-0.024145
172,2.091864,1,19,-0.024145
173,1.252763,1,19,-0.024145
174,-0.223144,0,19,-0.024145
175,1.629241,1,19,-0.024145
176,1.163151,1,19,-0.024145
177,2.379546,1,19,-0.024145
178,2.104134,1,19,-0.024145
179,1.840550,1,19,-0.024145
180,1.568616,1,19,-0.024145
181,1.791759,1,19,-0.024145
182,0.095310,1,19,-0.024145
183,2.163323,1,19,-0.024145
184,2.174752,1,19,-0.024145
185,1.916923,1,19,-0.024145
186,0.832909,1,19,-0.024145
187,0.470004,1,19,-0.024145
188,1.029619,1,19,-0.024145
189,1.871802,1,19,-0.024145
190,0.530628,1,19,-0.024145
191,1.526056,1,19,-0.024145
192,1.193922,1,19,-0.024145
193,1.481605,1,19,-0.024145
194,3.054001,1,19,-0.024145
195,2.208274,1,19,-0.024145
196,-0.105361,1,19,-0.024145
197,1.589235,1,19,-0.024145
198,1.609438,1,19,-0.024145
199,0.095310,1,19,-0.024145
200,2.028148,1,19,-0.024145
201,1.686399,1,19,-0.024145
202,1.280934,1,19,-0.024145
203,1.589235,1,19,-0.024145
204,1.547563,1,19,-0.024145
205,0.336472,1,19,-0.024145
206,1.223775,1,19,-0.024145
207,1.435085,1,19,-0.024145
208,0.916291,1,19,-0.024145
209,0.336472,1,19,-0.024145
210,0.336472,1,19,-0.024145
211,0.641854,1,19,-0.024145
212,1.568616,1,19,-0.024145
213,0.336472,0,19,-0.024145
214,1.335001,1,19,-0.024145
215,2.174752,1,19,-0.024145
216,1.458615,1,19,-0.024145
217,1.481605,1,19,-0.024145
218,1.504077,1,19,-0.024145
219,0.788457,1,19,-0.024145
220,-0.693147,1,19,-0.024145
221,1.757858,1,19,-0.024145
222,1.686399,1,20,0.263855
223,1.974081,1,20,0.263855
224,1.740466,1,20,0.263855
225,2.001480,1,21,0.155712
226,1.568616,1,21,0.155712
227,1.916923,1,21,0.155712
228,1.856298,1,21,0.155712
229,1.308333,0,21,0.155712
230,1.704748,1,21,0.155712
231,2.054124,1,21,0.155712
232,1.481605,1,21,0.155712
233,0.993252,1,21,0.155712
234,1.223775,1,22,0.295025
235,1.435085,1,22,0.295025
236,0.832909,1,22,0.295025
237,0.262364,0,22,0.295025
238,1.648659,1,22,0.295025
239,-2.302585,1,22,0.295025
240,0.916291,0,23,0.414914
241,1.163151,1,23,0.414914
242,1.163151,1,24,0.224207
243,2.261763,1,24,0.224207
244,1.435085,1,24,0.224207
245,2.197225,1,24,0.224207
246,1.840550,1,24,0.224207
247,3.484312,1,24,0.224207
248,2.580217,1,24,0.224207
249,0.788457,0,24,0.224207
250,1.722767,0,24,0.224207
251,2.660260,1,25,0.196611
252,1.931521,0,25,0.196611
253,2.028148,1,25,0.196611
254,2.282382,0,25,0.196611
255,0.955511,1,25,0.196611
256,3.772761,1,25,0.196611
257,1.589235,1,25,0.196611
258,1.589235,1,25,0.196611
259,1.252763,1,25,0.196611
260,1.568616,1,25,0.196611
261,1.722767,1,25,0.196611
262,1.252763,1,25,0.196611
263,1.360977,1,25,0.196611
264,1.902108,1,25,0.196611
265,2.066863,1,26,-0.096521
266,1.193922,1,26,-0.096521
267,0.741937,0,26,-0.096521
268,0.470004,1,26,-0.096521
269,1.386294,1,26,-0.096521
270,0.587787,1,26,-0.096521
271,0.916291,1,26,-0.096521
272,2.415914,1,26,-0.096521
273,0.955511,1,26,-0.096521
274,1.360977,1,26,-0.096521
275,2.001480,1,26,-0.096521
276,0.262364,1,26,-0.096521
277,-0.105361,1,26,-0.096521
278,-0.916291,1,26,-0.096521
279,0.916291,0,26,-0.096521
280,1.791759,1,26,-0.096521
281,0.693147,1,26,-0.096521
282,1.686399,1,26,-0.096521
283,1.098612,1,26,-0.096521
284,1.064711,1,26,-0.096521
285,1.704748,1,26,-0.096521
286,1.410987,1,26,-0.096521
287,1.360977,1,26,-0.096521
288,2.701361,1,26,-0.096521
289,1.974081,1,26,-0.096521
290,0.832909,1,26,-0.096521
291,1.029619,0,26,-0.096521
292,1.481605,1,26,-0.096521
293,0.405465,1,26,-0.096521
294,2.151762,1,26,-0.096521
295,1.722767,1,26,-0.096521
296,2.151762,1,26,-0.096521
297,1.335001,1,26,-0.096521
298,0.587787,1,26,-0.096521
299,0.641854,1,26,-0.096521
300,1.704748,1,26,-0.096521
301,0.916291,1,26,-0.096521
302,-0.223144,0,26,-0.096521
303,0.741937,1,26,-0.096521
304,1.029619,1,26,-0.096521
305,1.360977,1,26,-0.096521
306,1.458615,1,26,-0.096521
307,1.547563,1,26,-0.096521
308,1.029619,1,26,-0.096521
309,1.410987,1,26,-0.096521
310,0.470004,1,26,-0.096521
311,1.458615,1,26,-0.096521
312,-0.356675,0,26,-0.096521
313,1.704748,1,26,-0.096521
314,1.193922,0,26,-0.096521
315,1.704748,1,26,-0.096521
316,0.916291,1,26,-0.096521
317,0.993252,1,26,-0.096521
318,2.128232,1,26,-0.096521
319,1.193922,1,26,-0.096521
320,1.163151,1,26,-0.096521
321,2.151762,1,26,-0.096521
322,0.530628,1,26,-0.096521
323,1.740466,1,26,-0.096521
324,2.564949,1,26,-0.096521
325,0.993252,1,26,-0.096521
326,1.547563,1,26,-0.096521
327,1.722767,1,26,-0.096521
328,2.624669,1,26,-0.096521
329,2.028148,0,26,-0.096521
330,1.740466,1,26,-0.096521
331,1.526056,1,26,-0.096521
332,2.028148,1,26,-0.096521
333,0.955511,1,26,-0.096521
334,1.504077,1,26,-0.096521
335,1.774952,1,26,-0.096521
336,0.788457,1,26,-0.096521
337,0.875469,1,26,-0.096521
338,1.386294,1,26,-0.096521
339,1.526056,1,26,-0.096521
340,1.526056,1,26,-0.096521
341,2.388763,1,26,-0.096521
342,2.028148,1,26,-0.096521
343,1.098612,1,26,-0.096521
344,0.405465,1,26,-0.096521
345,0.470004,0,26,-0.096521
346,2.803360,1,26,-0.096521
347,1.131402,1,26,-0.096521
348,1.629241,1,26,-0.096521
349,1.589235,1,26,-0.096521
350,1.791759,1,26,-0.096521
351,-0.105361,0,26,-0.096521
352,0.587787,1,26,-0.096521
353,1.360977,1,26,-0.096521
354,1.722767,1,26,-0.096521
355,-0.916291,0,26,-0.096521
356,0.955511,1,26,-0.096521
357,1.280934,1,26,-0.096521
358,1.824549,1,26,-0.096521
359,3.161247,1,26,-0.096521
360,1.360977,1,26,-0.096521
361,1.064711,1,26,-0.096521
362,1.098612,1,26,-0.096521
363,1.547563,1,26,-0.096521
364,1.098612,1,26,-0.096521
365,1.435085,1,26,-0.096521
366,1.335001,1,26,-0.096521
367,1.098612,1,26,-0.096521
368,1.458615,1,26,-0.096521
369,1.064711,0,26,-0.096521
370,1.223775,1,27,0.503529
371,2.140066,1,27,0.503529
372,2.197225,1,27,0.503529
373,1.568616,0,27,0.503529
374,1.280934,1,27,0.503529
375,0.788457,0,27,0.503529
376,1.029619,0,28,-0.400597
377,-0.223144,0,28,-0.400597
378,0.405465,1,28,-0.400597
379,1.526056,1,28,-0.400597
380,1.308333,0,28,-0.400597
381,1.280934,1,29,-0.751872
382,1.098612,1,29,-0.751872
383,0.788457,1,29,-0.751872
384,0.641854,1,30,-0.663348
385,0.955511,1,30,-0.663348
386,0.587787,1,30,-0.663348
387,0.875469,1,30,-0.663348
388,1.458615,1,30,-0.663348
389,0.955511,1,30,-0.663348
390,0.095310,1,30,-0.663348
391,1.193922,1,30,-0.663348
392,0.916291,1,30,-0.663348
393,2.240710,1,30,-0.663348
394,0.262364,1,30,-0.663348
395,2.128232,1,31,0.309020
396,1.609438,1,31,0.309020
397,1.064711,1,31,0.309020
398,2.572612,1,31,0.309020
399,2.727853,1,31,0.309020
400,0.587787,1,32,-0.053386
401,1.335001,1,32,-0.053386
402,2.066863,1,32,-0.053386
403,0.955511,1,32,-0.053386
404,2.424803,1,33,0.109733
405,1.410987,1,33,0.109733
406,2.509599,1,33,0.109733
407,1.902108,1,33,0.109733
408,1.931521,1,34,-0.007803
409,1.504077,0,34,-0.007803
410,-0.105361,0,34,-0.007803
411,0.530628,1,35,-0.881829
412,0.336472,1,35,-0.881829
413,0.693147,0,35,-0.881829
414,0.000000,0,35,-0.881829
415,0.000000,1,35,-0.881829
416,1.029619,0,35,-0.881829
417,0.262364,0,35,-0.881829
418,2.424803,0,36,0.311030
419,2.772589,1,36,0.311030
420,0.262364,0,37,-0.691596
421,0.262364,1,37,-0.691596
422,0.470004,1,37,-0.691596
423,-0.105361,1,37,-0.691596
424,1.029619,1,37,-0.691596
425,-0.693147,1,37,-0.691596
426,0.405465,1,37,-0.691596
427,1.960095,1,37,-0.691596
428,-0.693147,1,37,-0.691596
429,2.312535,1,38,-0.681709
430,1.458615,0,38,-0.681709
431,1.193922,1,38,-0.681709
432,1.064711,0,38,-0.681709
433,2.525729,1,39,0.194448
434,1.435085,0,39,0.194448
435,1.504077,1,39,0.194448
436,1.360977,1,39,0.194448
437,1.193922,1,39,0.194448
438,2.862201,1,40,0.444904
439,2.360854,1,40,0.444904
440,2.066863,1,40,0.444904
441,1.252763,0,40,0.444904
442,1.871802,1,41,0.394734
443,1.931521,0,41,0.394734
444,1.629241,1,41,0.394734
445,2.484907,1,41,0.394734
446,1.629241,1,41,0.394734
447,2.186051,1,41,0.394734
448,1.757858,1,41,0.394734
449,1.526056,1,41,0.394734
450,1.360977,1,42,0.149600
451,0.405465,0,43,0.013765
452,3.169686,1,43,0.013765
453,-0.105361,0,43,0.013765
454,0.336472,0,43,0.013765
455,0.095310,0,43,0.013765
456,1.029619,1,43,0.013765
457,3.875359,1,43,0.013765
458,-0.105361,0,43,0.013765
459,2.116256,1,43,0.013765
460,1.410987,1,44,0.165862
461,-0.693147,0,44,0.165862
462,1.902108,1,44,0.165862
463,2.014903,1,44,0.165862
464,2.219203,1,44,0.165862
465,-0.693147,1,44,0.165862
466,0.405465,1,44,0.165862
467,2.332144,1,45,0.140423
468,1.360977,1,45,0.140423
469,0.587787,1,45,0.140423
470,2.292535,1,45,0.140423
471,0.832909,1,45,0.140423
472,1.481605,1,45,0.140423
473,1.029619,1,45,0.140423
474,0.095310,0,45,0.140423
475,0.182322,1,45,0.140423
476,0.470004,0,45,0.140423
477,3.234749,0,45,0.140423
478,-2.302585,0,45,0.140423
479,2.360854,1,45,0.140423
480,0.832909,1,46,0.023951
481,1.360977,1,46,0.023951
482,1.974081,1,46,0.023951
483,0.741937,1,46,0.023951
484,1.163151,1,46,0.023951
485,-0.693147,0,47,-0.210060
486,1.740466,1,47,-0.210060
487,0.336472,1,48,-0.093227
488,0.741937,1,48,-0.093227
489,1.481605,1,48,-0.093227
490,0.875469,1,48,-0.093227
491,1.589235,1,48,-0.093227
492,1.098612,0,48,-0.093227
493,1.098612,1,48,-0.093227
494,1.029619,1,48,-0.093227
495,1.360977,1,48,-0.093227
496,2.388763,1,49,0.260932
497,1.856298,1,49,0.260932
498,0.693147,1,49,0.260932
499,1.098612,1,49,0.260932
500,1.504077,1,49,0.260932
501,0.741937,1,49,0.260932
502,2.079442,1,49,0.260932
503,0.262364,0,49,0.260932
504,2.219203,1,49,0.260932
505,0.095310,0,49,0.260932
506,2.360854,1,49,0.260932
507,3.178054,1,49,0.260932
508,2.208274,1,49,0.260932
509,2.493205,1,50,0.398850
510,2.091864,1,51,0.248047
511,2.379546,1,51,0.248047
512,1.435085,1,51,0.248047
513,2.753661,1,51,0.248047
514,1.686399,1,52,0.405452
515,1.824549,1,52,0.405452
516,2.272126,1,52,0.405452
517,2.091864,1,53,0.265222
518,0.470004,1,53,0.265222
519,0.470004,0,53,0.265222
520,1.856298,1,54,0.243150
521,1.481605,1,54,0.243150
522,2.415914,1,54,0.243150
523,2.302585,1,54,0.243150
524,1.504077,1,54,0.243150
525,2.079442,1,54,0.243150
526,0.832909,1,54,0.243150
527,1.163151,1,54,0.243150
528,1.609438,1,54,0.243150
529,1.410987,1,54,0.243150
530,0.095310,1,54,0.243150
531,0.693147,1,54,0.243150
532,0.095310,0,54,0.243150
533,1.064711,1,54,0.243150
534,0.741937,1,54,0.243150
535,2.054124,1,54,0.243150
536,1.335001,1,54,0.243150
537,0.916291,1,54,0.243150
538,1.064711,1,54,0.243150
539,0.530628,0,54,0.243150
540,0.916291,1,54,0.243150
541,2.240710,1,54,0.243150
542,-0.510826,0,54,0.243150
543,0.993252,1,55,-0.204730
544,0.095310,0,55,-0.204730
545,0.741937,0,55,-0.204730
546,2.484907,1,55,-0.204730
547,2.533697,0,55,-0.204730
548,1.163151,1,55,-0.204730
549,1.435085,1,55,-0.204730
550,1.335001,1,55,-0.204730
551,1.308333,0,56,-0.074028
552,1.757858,1,56,-0.074028
553,-1.203973,0,56,-0.074028
554,1.410987,1,57,-0.163292
555,1.029619,1,57,-0.163292
556,0.641854,1,57,-0.163292
557,0.182322,0,57,-0.163292
558,0.182322,1,57,-0.163292
559,0.405465,1,57,-0.163292
560,2.240710,1,58,0.478604
561,0.530628,1,58,0.478604
562,2.493205,1,58,0.478604
563,1.458615,0,58,0.478604
564,1.931521,1,59,0.266111
565,0.336472,0,59,0.266111
566,0.916291,0,59,0.266111
567,2.261763,1,59,0.266111
568,1.335001,1,60,0.281148
569,1.223775,1,60,0.281148
570,1.916923,1,61,-0.418054
571,1.280934,1,61,-0.418054
572,0.788457,1,61,-0.418054
573,0.955511,1,61,-0.418054
574,0.741937,1,61,-0.418054
575,1.945910,1,61,-0.418054
576,0.182322,1,61,-0.418054
577,1.335001,1,61,-0.418054
578,1.252763,1,61,-0.418054
579,1.435085,1,61,-0.418054
580,0.470004,0,61,-0.418054
581,1.029619,0,61,-0.418054
582,2.151762,1,61,-0.418054
583,1.824549,1,61,-0.418054
584,1.648659,1,61,-0.418054
585,0.993252,1,61,-0.418054
586,0.182322,1,61,-0.418054
587,1.252763,1,61,-0.418054
588,1.704748,1,61,-0.418054
589,2.312535,0,61,-0.418054
590,1.704748,1,61,-0.418054
591,0.182322,1,61,-0.418054
592,1.589235,1,61,-0.418054
593,1.386294,1,61,-0.418054
594,1.252763,1,61,-0.418054
595,0.916291,1,61,-0.418054
596,0.182322,1,61,-0.418054
597,0.993252,1,61,-0.418054
598,0.530628,1,61,-0.418054
599,1.131402,1,61,-0.418054
600,-0.356675,1,61,-0.418054
601,0.000000,1,61,-0.418054
602,0.641854,1,62,0.366322
603,1.335001,1,62,0.366322
604,2.186051,1,62,0.366322
605,2.001480,1,62,0.366322
606,3.030134,0,62,0.366322
607,1.791759,1,63,0.380578
608,0.741937,1,63,0.380578
609,1.757858,0,63,0.380578
610,2.272126,1,64,0.193146
611,1.856298,1,64,0.193146
612,1.526056,1,64,0.193146
613,1.722767,1,64,0.193146
614,2.944439,1,64,0.193146
615,0.875469,0,64,0.193146
616,1.098612,1,64,0.193146
617,1.629241,1,64,0.193146
618,2.041220,1,64,0.193146
619,2.091864,1,64,0.193146
620,1.547563,1,64,0.193146
621,2.128232,1,65,0.528025
622,0.470004,1,65,0.528025
623,1.791759,0,66,-0.212045
624,0.095310,0,66,-0.212045
625,2.433613,1,66,-0.212045
626,1.458615,0,66,-0.212045
627,1.280934,0,66,-0.212045
628,2.332144,1,66,-0.212045
629,1.223775,0,66,-0.212045
630,1.131402,1,66,-0.212045
631,1.280934,1,66,-0.212045
632,0.993252,1,66,-0.212045
633,1.386294,1,66,-0.212045
634,0.182322,0,66,-0.212045
635,0.530628,0,66,-0.212045
636,1.435085,0,66,-0.212045
637,2.960105,0,67,0.063116
638,2.208274,0,67,0.063116
639,0.693147,1,67,0.063116
640,2.433613,1,67,0.063116
641,2.322388,1,67,0.063116
642,0.741937,0,67,0.063116
643,0.182322,1,67,0.063116
644,1.163151,1,67,0.063116
645,0.693147,0,67,0.063116
646,1.458615,1,67,0.063116
647,0.788457,1,67,0.063116
648,1.686399,1,67,0.063116
649,3.226844,1,67,0.063116
650,1.629241,1,68,-0.683436
651,0.832909,1,68,-0.683436
652,1.163151,1,68,-0.683436
653,0.916291,1,68,-0.683436
654,1.029619,1,68,-0.683436
655,1.131402,1,68,-0.683436
656,0.470004,1,68,-0.683436
657,1.547563,1,68,-0.683436
658,1.386294,1,69,0.237212
659,1.609438,1,69,0.237212
660,0.405465,1,69,0.237212
661,1.568616,1,69,0.237212
662,-0.223144,1,70,-0.474674
663,-0.693147,0,70,-0.474674
664,0.875469,1,70,-0.474674
665,0.832909,1,70,-0.474674
666,1.526056,1,70,-0.474674
667,2.397895,1,70,-0.474674
668,2.701361,1,70,-0.474674
669,2.151762,1,70,-0.474674
670,1.504077,1,70,-0.474674
671,0.405465,1,70,-0.474674
672,1.360977,1,70,-0.474674
673,0.587787,1,70,-0.474674
674,0.470004,1,70,-0.474674
675,-0.693147,1,70,-0.474674
676,-0.916291,0,70,-0.474674
677,-0.693147,0,70,-0.474674
678,2.163323,1,70,-0.474674
679,0.470004,0,70,-0.474674
680,0.336472,1,70,-0.474674
681,2.163323,1,70,-0.474674
682,2.406945,1,70,-0.474674
683,0.405465,1,70,-0.474674
684,0.095310,1,70,-0.474674
685,-0.105361,0,70,-0.474674
686,-0.356675,1,70,-0.474674
687,1.435085,1,70,-0.474674
688,1.223775,1,70,-0.474674
689,0.741937,0,70,-0.474674
690,1.064711,1,70,-0.474674
691,0.587787,1,70,-0.474674
692,0.587787,1,70,-0.474674
693,0.875469,1,70,-0.474674
694,0.530628,1,70,-0.474674
695,-0.223144,0,70,-0.474674
696,2.459589,1,70,-0.474674
697,0.587787,1,70,-0.474674
698,1.029619,1,70,-0.474674
699,1.252763,0,70,-0.474674
700,1.280934,1,70,-0.474674
701,1.252763,1,70,-0.474674
702,1.098612,1,70,-0.474674
703,1.163151,0,70,-0.474674
704,1.131402,1,70,-0.474674
705,1.193922,1,70,-0.474674
706,0.530628,0,70,-0.474674
707,1.722767,1,70,-0.474674
708,1.223775,1,70,-0.474674
709,0.405465,1,70,-0.474674
710,3.471966,1,70,-0.474674
711,0.095310,1,70,-0.474674
712,0.741937,1,70,-0.474674
713,-0.223144,1,70,-0.474674
714,0.405465,1,70,-0.474674
715,0.262364,1,70,-0.474674
716,1.131402,1,70,-0.474674
717,1.974081,1,70,-0.474674
718,0.336472,1,70,-0.474674
719,0.262364,1,70,-0.474674
720,0.405465,1,70,-0.474674
721,1.609438,1,70,-0.474674
722,0.832909,1,70,-0.474674
723,0.875469,1,70,-0.474674
724,0.182322,1,70,-0.474674
725,1.686399,1,70,-0.474674
726,0.095310,1,70,-0.474674
727,0.336472,1,70,-0.474674
728,1.974081,0,70,-0.474674
729,0.095310,1,70,-0.474674
730,1.193922,1,70,-0.474674
731,1.163151,1,70,-0.474674
732,0.405465,1,70,-0.474674
733,1.280934,1,70,-0.474674
734,-0.223144,1,70,-0.474674
735,0.470004,1,70,-0.474674
736,0.336472,1,70,-0.474674
737,0.993252,1,70,-0.474674
738,1.193922,1,70,-0.474674
739,-0.105361,1,70,-0.474674
740,-0.510826,1,70,-0.474674
741,0.693147,1,70,-0.474674
742,0.641854,1,70,-0.474674
743,-0.105361,1,70,-0.474674
744,1.686399,1,70,-0.474674
745,0.405465,1,70,-0.474674
746,1.131402,1,70,-0.474674
747,0.587787,1,70,-0.474674
748,-0.105361,0,70,-0.474674
749,1.193922,1,70,-0.474674
750,0.530628,1,70,-0.474674
751,1.131402,1,70,-0.474674
752,-0.356675,0,70,-0.474674
753,1.458615,1,70,-0.474674
754,0.336472,1,70,-0.474674
755,0.587787,1,70,-0.474674
756,0.405465,1,70,-0.474674
757,0.788457,0,70,-0.474674
758,0.875469,1,70,-0.474674
759,0.993252,1,70,-0.474674
760,0.530628,1,70,-0.474674
761,0.095310,0,70,-0.474674
762,0.587787,0,70,-0.474674
763,-1.609438,1,70,-0.474674
764,0.788457,1,70,-0.474674
765,1.526056,1,70,-0.474674
766,0.741937,1,70,-0.474674
767,0.693147,1,70,-0.474674
768,-0.356675,1,70,-0.474674
769,1.856298,1,70,-0.474674
770,1.098612,1,70,-0.474674
771,0.693147,1,70,-0.474674
772,-0.105361,1,70,-0.474674
773,1.193922,1,70,-0.474674
774,0.587787,1,70,-0.474674
775,0.587787,1,70,-0.474674
776,0.788457,1,70,-0.474674
777,1.458615,1,70,-0.474674
778,2.014903,1,71,0.116395
779,1.856298,1,71,0.116395
780,2.116256,1,71,0.116395
781,0.741937,1,71,0.116395
782,1.193922,1,71,0.116395
783,0.262364,1,71,0.116395
784,1.609438,1,71,0.116395
785,0.000000,0,71,0.116395
786,1.945910,1,71,0.116395
787,1.740466,1,71,0.116395
788,2.312535,1,71,0.116395
789,1.887070,1,71,0.116395
790,0.955511,0,71,0.116395
791,1.193922,1,71,0.116395
792,0.405465,0,71,0.116395
793,1.609438,1,71,0.116395
794,2.001480,1,71,0.116395
795,2.674149,1,71,0.116395
796,0.587787,1,71,0.116395
797,2.001480,1,71,0.116395
798,0.955511,1,71,0.116395
799,1.308333,1,71,0.116395
800,0.641854,1,71,0.116395
801,0.788457,0,71,0.116395
802,1.609438,1,71,0.116395
803,1.987874,1,72,0.269806
804,1.308333,1,72,0.269806
805,1.064711,1,72,0.269806
806,1.481605,1,72,0.269806
807,2.128232,1,72,0.269806
808,1.629241,1,72,0.269806
809,1.280934,1,72,0.269806
810,0.405465,1,72,0.269806
811,2.151762,1,72,0.269806
812,2.360854,1,72,0.269806
813,2.079442,1,73,0.470778
814,1.504077,1,73,0.470778
815,1.098612,1,74,0.316029
816,0.875469,1,74,0.316029
817,0.405465,1,74,0.316029
818,1.568616,1,74,0.316029
819,1.916923,1,75,-0.046840
820,0.741937,1,75,-0.046840
821,1.791759,0,75,-0.046840
822,1.064711,0,76,0.497594
823,1.902108,1,76,0.497594
824,2.960105,1,76,0.497594
825,1.386294,1,76,0.497594
826,1.774952,1,77,0.150082
827,2.197225,1,77,0.150082
828,2.128232,1,77,0.150082
829,0.095310,0,77,0.150082
830,1.131402,1,77,0.150082
831,2.442347,1,77,0.150082
832,2.261763,1,77,0.150082
833,1.064711,1,78,-0.672030
834,-0.356675,0,78,-0.672030
835,1.163151,0,78,-0.672030
836,1.547563,1,78,-0.672030
837,1.568616,1,78,-0.672030
838,-0.916291,1,79,0.212414
839,2.230014,1,79,0.212414
840,0.530628,1,79,0.212414
841,-0.105361,0,79,0.212414
842,2.322388,1,80,-0.147484
843,2.041220,1,80,-0.147484
844,0.788457,1,80,-0.147484
